""	"title"	"geo_accession"	"status"	"submission_date"	"last_update_date"	"type"	"channel_count"	"source_name_ch1"	"organism_ch1"	"characteristics_ch1"	"characteristics_ch1.1"	"characteristics_ch1.2"	"characteristics_ch1.3"	"treatment_protocol_ch1"	"growth_protocol_ch1"	"molecule_ch1"	"extract_protocol_ch1"	"extract_protocol_ch1.1"	"extract_protocol_ch1.2"	"taxid_ch1"	"data_processing"	"data_processing.1"	"data_processing.2"	"platform_id"	"contact_name"	"contact_email"	"contact_institute"	"contact_address"	"contact_city"	"contact_zip.postal_code"	"contact_country"	"data_row_count"	"instrument_model"	"library_selection"	"library_source"	"library_strategy"	"relation"	"relation.1"	"supplementary_file_1"	"age.ch1"	"embryo.ch1"	"genotype.ch1"	"tissue.ch1"
"GSM2930705"	"Mouse embryo cell EB_1880"	"GSM2930705"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: CAST/EiJ (F) x C57BL/6J (M)"	"age: embryonic day 6.5"	"embryo: embryo 27"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08350539"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3552652"	"NONE"	"embryonic day 6.5"	"embryo 27"	"CAST/EiJ (F) x C57BL/6J (M)"	"Embryo"
"GSM2930706"	"Mouse embryo cell EB_1883"	"GSM2930706"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: CAST/EiJ (F) x C57BL/6J (M)"	"age: embryonic day 6.5"	"embryo: embryo 27"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08350538"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3552653"	"NONE"	"embryonic day 6.5"	"embryo 27"	"CAST/EiJ (F) x C57BL/6J (M)"	"Embryo"
"GSM2930707"	"Mouse embryo cell EB_1884"	"GSM2930707"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: CAST/EiJ (F) x C57BL/6J (M)"	"age: embryonic day 6.5"	"embryo: embryo 27"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08350537"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3552654"	"NONE"	"embryonic day 6.5"	"embryo 27"	"CAST/EiJ (F) x C57BL/6J (M)"	"Embryo"
"GSM2930708"	"Mouse embryo cell EB_1885"	"GSM2930708"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: CAST/EiJ (F) x C57BL/6J (M)"	"age: embryonic day 6.5"	"embryo: embryo 27"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08350536"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3552655"	"NONE"	"embryonic day 6.5"	"embryo 27"	"CAST/EiJ (F) x C57BL/6J (M)"	"Embryo"
"GSM2930709"	"Mouse embryo cell EB_1886"	"GSM2930709"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: CAST/EiJ (F) x C57BL/6J (M)"	"age: embryonic day 6.5"	"embryo: embryo 27"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08350535"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3552656"	"NONE"	"embryonic day 6.5"	"embryo 27"	"CAST/EiJ (F) x C57BL/6J (M)"	"Embryo"
"GSM2930710"	"Mouse embryo cell EB_1887"	"GSM2930710"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: CAST/EiJ (F) x C57BL/6J (M)"	"age: embryonic day 6.5"	"embryo: embryo 27"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08350534"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3552657"	"NONE"	"embryonic day 6.5"	"embryo 27"	"CAST/EiJ (F) x C57BL/6J (M)"	"Embryo"
"GSM2930711"	"Mouse embryo cell EB_1888"	"GSM2930711"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: CAST/EiJ (F) x C57BL/6J (M)"	"age: embryonic day 6.5"	"embryo: embryo 27"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08350533"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3552658"	"NONE"	"embryonic day 6.5"	"embryo 27"	"CAST/EiJ (F) x C57BL/6J (M)"	"Embryo"
"GSM2930712"	"Mouse embryo cell EB_1889"	"GSM2930712"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: CAST/EiJ (F) x C57BL/6J (M)"	"age: embryonic day 6.5"	"embryo: embryo 27"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08350532"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3552659"	"NONE"	"embryonic day 6.5"	"embryo 27"	"CAST/EiJ (F) x C57BL/6J (M)"	"Embryo"
"GSM2930713"	"Mouse embryo cell EB_1896"	"GSM2930713"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: CAST/EiJ (F) x C57BL/6J (M)"	"age: embryonic day 6.5"	"embryo: embryo 27"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08350531"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3552660"	"NONE"	"embryonic day 6.5"	"embryo 27"	"CAST/EiJ (F) x C57BL/6J (M)"	"Embryo"
"GSM2930714"	"Mouse embryo cell EB_1890"	"GSM2930714"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: CAST/EiJ (F) x C57BL/6J (M)"	"age: embryonic day 6.5"	"embryo: embryo 27"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08350530"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3552661"	"NONE"	"embryonic day 6.5"	"embryo 27"	"CAST/EiJ (F) x C57BL/6J (M)"	"Embryo"
"GSM2930715"	"Mouse embryo cell EB_1892"	"GSM2930715"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: CAST/EiJ (F) x C57BL/6J (M)"	"age: embryonic day 6.5"	"embryo: embryo 27"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08350529"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3552662"	"NONE"	"embryonic day 6.5"	"embryo 27"	"CAST/EiJ (F) x C57BL/6J (M)"	"Embryo"
"GSM2930716"	"Mouse embryo cell EB_1894"	"GSM2930716"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: CAST/EiJ (F) x C57BL/6J (M)"	"age: embryonic day 6.5"	"embryo: embryo 27"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08350528"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3552663"	"NONE"	"embryonic day 6.5"	"embryo 27"	"CAST/EiJ (F) x C57BL/6J (M)"	"Embryo"
"GSM2930717"	"Mouse embryo cell EB_1891"	"GSM2930717"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: CAST/EiJ (F) x C57BL/6J (M)"	"age: embryonic day 6.5"	"embryo: embryo 27"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08350740"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3552664"	"NONE"	"embryonic day 6.5"	"embryo 27"	"CAST/EiJ (F) x C57BL/6J (M)"	"Embryo"
"GSM2930718"	"Mouse embryo cell EB_1893"	"GSM2930718"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: CAST/EiJ (F) x C57BL/6J (M)"	"age: embryonic day 6.5"	"embryo: embryo 27"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08350739"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3552665"	"NONE"	"embryonic day 6.5"	"embryo 27"	"CAST/EiJ (F) x C57BL/6J (M)"	"Embryo"
"GSM2930719"	"Mouse embryo cell EB_1895"	"GSM2930719"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: CAST/EiJ (F) x C57BL/6J (M)"	"age: embryonic day 6.5"	"embryo: embryo 27"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08350738"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3552666"	"NONE"	"embryonic day 6.5"	"embryo 27"	"CAST/EiJ (F) x C57BL/6J (M)"	"Embryo"
